Mod:Item:MetaData, Localized Name
stevescarts:cartmodule:57, Cage
stevescarts:cartmodule:58, Crop: Nether Wart
stevescarts:cartmodule:59, Firework display
stevescarts:cartmodule:61, Creative Engine
stevescarts:cartmodule:62, Mechanical Pig
stevescarts:cartmodule:63, Internal Tank
stevescarts:cartmodule:64, Side Tanks
stevescarts:cartmodule:65, Top Tank
stevescarts:cartmodule:66, Advanced Tank
stevescarts:cartmodule:67, Front Tank
stevescarts:cartmodule:68, Incinerator
stevescarts:cartmodule:69, Thermal Engine
stevescarts:cartmodule:70, Advanced Thermal Engine
stevescarts:cartmodule:71, Liquid Cleaner
stevescarts:cartmodule:72, Creative Tank
stevescarts:cartmodule:73, Open Tank
stevescarts:cartmodule:75, Drill Intelligence
stevescarts:cartmodule:76, Creative Hull
stevescarts:cartmodule:77, Power Observer
stevescarts:cartmodule:78, Steve's Arcade
stevescarts:cartmodule:79, Hardened Wood Cutter
stevescarts:cartmodule:80, Galgadorian Wood Cutter
stevescarts:cartmodule:81, Galgadorian Hull
stevescarts:cartmodule:82, Enchanter
stevescarts:cartmodule:83, Ore Extractor
stevescarts:cartmodule:84, Galgadorian Farmer
stevescarts:cartmodule:85, Lawn Mower
stevescarts:cartmodule:86, Milker
stevescarts:cartmodule:87, Crafter
stevescarts:cartmodule:89, Planter Range Extender
stevescarts:cartmodule:91, Smelter
stevescarts:cartmodule:92, Advanced Crafter
stevescarts:cartmodule:93, Advanced Smelter
stevescarts:cartmodule:94, Information Provider
stevescarts:cartmodule:95, Experience Bank
stevescarts:cartmodule:96, Creative Incinerator
stevescarts:cartmodule:97, Creative Supplies
stevescarts:cartmodule:99, Cake Server
stevescarts:cartmodule:101, Color Randomizer
stevescarts:cartmodule:102, Tree Tap Module
statues:hammer, Hammer
statues:palette, Palette
fluxcables:cable_lv, LV Flux Cable
fluxcables:cable_mv, MV Flux Cable
fluxcables:cable_hv, HV Flux Cable
tekkit2jc:material:0, Sponge Cake Mix
tekkit2jc:edible:0, Sponge Cake
tekkit2jc:edible:1, Orange Jam
tekkit2jc:edible:2, Jaffa Cake
buildcraftcore:spring:0, Water Spring
buildcraftcore:spring:1, Oil Spring
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§dPink§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7Light Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3Cyan§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§dPurple§r Paintbrush
buildcraftcore:paintbrush:0, §9§9Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6Brown§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§aGreen§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§cRed§r Paintbrush
buildcraftcore:paintbrush:0, §0§7Black§r Paintbrush
buildcraftcore:list, List
buildcraftcore:map_location:0, Map Location
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftfactory:autoworkbench_item, Auto Workbench
buildcraftfactory:mining_well, Mining Well
buildcraftfactory:pump, Pump
buildcraftfactory:flood_gate, Flood Gate
buildcraftfactory:tank, Tank
buildcraftfactory:chute, Chute
buildcraftfactory:distiller, Distiller
buildcraftfactory:heat_exchange, Heat Exchanger
buildcraftfactory:water_gel_spawn, Water Gelifier
buildcraftfactory:gel, Gelled Water
buildcrafttransport:pipe_structure:0, Cobblestone Structure Pipe
buildcrafttransport:pipe_wood_item:0, Wooden Transport Pipe
buildcrafttransport:pipe_cobble_item:0, Cobblestone Transport Pipe
buildcrafttransport:pipe_stone_item:0, Stone Transport Pipe
buildcrafttransport:pipe_quartz_item:0, Quartz Transport Pipe
buildcrafttransport:pipe_iron_item:0, Iron Transport Pipe
buildcrafttransport:pipe_gold_item:0, Golden Transport Pipe
buildcrafttransport:pipe_clay_item:0, Clay Transport Pipe
buildcrafttransport:pipe_sandstone_item:0, Sandstone Transport Pipe
buildcrafttransport:pipe_void_item:0, Void Transport Pipe
buildcrafttransport:pipe_obsidian_item:0, Obsidian Transport Pipe
buildcrafttransport:pipe_diamond_item:0, Diamond Transport Pipe
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Lazuli Transport Pipe
buildcrafttransport:pipe_daizuli_item:0, Daizuli Transport Pipe
buildcrafttransport:pipe_emzuli_item:0, Emzuli Transport Pipe
buildcrafttransport:pipe_stripes_item:0, Stripes Transport Pipe
buildcrafttransport:pipe_wood_fluid:0, Wooden Fluid Pipe
buildcrafttransport:pipe_cobble_fluid:0, Cobblestone Fluid Pipe
buildcrafttransport:pipe_stone_fluid:0, Stone Fluid Pipe
buildcrafttransport:pipe_quartz_fluid:0, Quartz Fluid Pipe
buildcrafttransport:pipe_gold_fluid:0, Golden Fluid Pipe
buildcrafttransport:pipe_iron_fluid:0, Iron Fluid Pipe
buildcrafttransport:pipe_clay_fluid:0, Clay Fluid Pipe
buildcrafttransport:pipe_sandstone_fluid:0, Sandstone Fluid Pipe
buildcrafttransport:pipe_void_fluid:0, Void Fluid Pipe
buildcrafttransport:pipe_diamond_fluid:0, Diamond Fluid Pipe
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Wooden Kinesis Pipe
buildcrafttransport:pipe_cobble_power:0, Cobblestone Kinesis Pipe
buildcrafttransport:pipe_stone_power:0, Stone Kinesis Pipe
buildcrafttransport:pipe_quartz_power:0, Quartz Kinesis Pipe
buildcrafttransport:pipe_gold_power:0, Golden Kinesis Pipe
buildcrafttransport:pipe_sandstone_power:0, Sandstone Kinesis Pipe
buildcraftcompat:pipe_item_propolis:0, Apiarist's Pipe
buildcrafttransport:filtered_buffer, Filtered Buffer
buildcrafttransport:waterproof, Pipe Sealant
buildcrafttransport:plug_blocker, Pipe Plug
buildcrafttransport:plug_power_adaptor, Power Adapter
buildcrafttransport:wire:0, §z§0§fWhite§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Orange§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dMagenta§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bLight Blue§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eYellow§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aLime§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dPink§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Gray§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Light Gray§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Cyan§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dPurple§r Pipe Wire
buildcrafttransport:wire:11, §9§9Blue§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Brown§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aGreen§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cRed§r Pipe Wire
buildcrafttransport:wire:15, §0§7Black§r Pipe Wire
buildcraftsilicon:laser, Laser
buildcraftsilicon:assembly_table, Assembly Table
buildcraftsilicon:advanced_crafting_table, Advanced Crafting Table
buildcraftsilicon:integration_table, Integration Table
buildcraftsilicon:redstone_chipset:0, Redstone Chipset
buildcraftsilicon:redstone_chipset:1, Iron Chipset
buildcraftsilicon:redstone_chipset:2, Golden Chipset
buildcraftsilicon:redstone_chipset:3, Quartz Chipset
buildcraftsilicon:redstone_chipset:4, Diamond Chipset
buildcraftsilicon:gate_copier, Gate Copier
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Black§r Lens
buildcraftsilicon:plug_lens:1, §z§e§cRed§r Lens
buildcraftsilicon:plug_lens:2, §z§d§aGreen§r Lens
buildcraftsilicon:plug_lens:3, §z§c§6Brown§r Lens
buildcraftsilicon:plug_lens:4, §9§9Blue§r Lens
buildcraftsilicon:plug_lens:5, §z§a§dPurple§r Lens
buildcraftsilicon:plug_lens:6, §z§9§3Cyan§r Lens
buildcraftsilicon:plug_lens:7, §z§8§7Light Gray§r Lens
buildcraftsilicon:plug_lens:8, §z§7§7Gray§r Lens
buildcraftsilicon:plug_lens:9, §z§6§dPink§r Lens
buildcraftsilicon:plug_lens:10, §z§5§aLime§r Lens
buildcraftsilicon:plug_lens:11, §z§4§eYellow§r Lens
buildcraftsilicon:plug_lens:12, §z§3§bLight Blue§r Lens
buildcraftsilicon:plug_lens:13, §z§2§dMagenta§r Lens
buildcraftsilicon:plug_lens:14, §z§1§6Orange§r Lens
buildcraftsilicon:plug_lens:15, §z§0§fWhite§r Lens
buildcraftsilicon:plug_lens:16, §0§7Black§r Filter
buildcraftsilicon:plug_lens:17, §z§e§cRed§r Filter
buildcraftsilicon:plug_lens:18, §z§d§aGreen§r Filter
buildcraftsilicon:plug_lens:19, §z§c§6Brown§r Filter
buildcraftsilicon:plug_lens:20, §9§9Blue§r Filter
buildcraftsilicon:plug_lens:21, §z§a§dPurple§r Filter
buildcraftsilicon:plug_lens:22, §z§9§3Cyan§r Filter
buildcraftsilicon:plug_lens:23, §z§8§7Light Gray§r Filter
buildcraftsilicon:plug_lens:24, §z§7§7Gray§r Filter
buildcraftsilicon:plug_lens:25, §z§6§dPink§r Filter
buildcraftsilicon:plug_lens:26, §z§5§aLime§r Filter
buildcraftsilicon:plug_lens:27, §z§4§eYellow§r Filter
buildcraftsilicon:plug_lens:28, §z§3§bLight Blue§r Filter
buildcraftsilicon:plug_lens:29, §z§2§dMagenta§r Filter
buildcraftsilicon:plug_lens:30, §z§1§6Orange§r Filter
buildcraftsilicon:plug_lens:31, §z§0§fWhite§r Filter
buildcraftsilicon:plug_lens:32, Clear Lens
buildcraftsilicon:plug_lens:33, Clear Filter
buildcraftsilicon:plug_pulsar, Pipe Pulsar
buildcraftsilicon:plug_light_sensor, Light Sensor
buildcraftsilicon:plug_facade:0, Phased Facade
buildcraftsilicon:plug_facade:0, Facade: Charged Certus Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Charged Certus Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Chiseled Certus Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Chiseled Certus Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Chiseled Certus Quartz Slabs
buildcraftsilicon:plug_facade:0, Facade: Chiseled Certus Quartz Slabs
buildcraftsilicon:plug_facade:0, Facade: Fluix Block
buildcraftsilicon:plug_facade:0, Facade: Fluix Block
buildcraftsilicon:plug_facade:0, Facade: Fluix Slabs
buildcraftsilicon:plug_facade:0, Facade: Fluix Slabs
buildcraftsilicon:plug_facade:0, Facade: Matrix Frame
buildcraftsilicon:plug_facade:0, Facade: Matrix Frame
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Slabs
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Slabs
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar Slabs
buildcraftsilicon:plug_facade:0, Facade: Certus Quartz Pillar Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone
buildcraftsilicon:plug_facade:0, Facade: Sky Stone
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Brick
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Brick
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Brick Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Brick Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Small Brick
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Small Brick
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Small Brick Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Small Brick Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Block
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Block
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Block Slabs
buildcraftsilicon:plug_facade:0, Facade: Sky Stone Block Slabs
buildcraftsilicon:plug_facade:0, Facade: Blutonium Block
buildcraftsilicon:plug_facade:0, Facade: Blutonium Block
buildcraftsilicon:plug_facade:0, Facade: Cyanite Block
buildcraftsilicon:plug_facade:0, Facade: Cyanite Block
buildcraftsilicon:plug_facade:0, Facade: Graphite Block
buildcraftsilicon:plug_facade:0, Facade: Graphite Block
buildcraftsilicon:plug_facade:0, Facade: Ludicrite Block
buildcraftsilicon:plug_facade:0, Facade: Ludicrite Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Yellorium Block
buildcraftsilicon:plug_facade:0, Facade: Yellorium Block
buildcraftsilicon:plug_facade:0, Facade: Anglesite Ore
buildcraftsilicon:plug_facade:0, Facade: Anglesite Ore
buildcraftsilicon:plug_facade:0, Facade: Benitoite Ore
buildcraftsilicon:plug_facade:0, Facade: Benitoite Ore
buildcraftsilicon:plug_facade:0, Facade: Yellorite Ore
buildcraftsilicon:plug_facade:0, Facade: Yellorite Ore
buildcraftsilicon:plug_facade:0, Facade: Ash Block
buildcraftsilicon:plug_facade:0, Facade: Ash Block
buildcraftsilicon:plug_facade:0, Facade: Bamboo Thatching
buildcraftsilicon:plug_facade:0, Facade: Bamboo Thatching
buildcraftsilicon:plug_facade:0, Facade: Biome Essence Ore
buildcraftsilicon:plug_facade:0, Facade: Biome Essence Ore
buildcraftsilicon:plug_facade:0, Facade: Celestial Crystal
buildcraftsilicon:plug_facade:0, Facade: Celestial Crystal
buildcraftsilicon:plug_facade:0, Facade: Loamy Dirt
buildcraftsilicon:plug_facade:0, Facade: Loamy Dirt
buildcraftsilicon:plug_facade:0, Facade: Coarse Loamy Dirt
buildcraftsilicon:plug_facade:0, Facade: Coarse Loamy Dirt
buildcraftsilicon:plug_facade:0, Facade: Sandy Dirt
buildcraftsilicon:plug_facade:0, Facade: Sandy Dirt
buildcraftsilicon:plug_facade:0, Facade: Coarse Sandy Dirt
buildcraftsilicon:plug_facade:0, Facade: Coarse Sandy Dirt
buildcraftsilicon:plug_facade:0, Facade: Silty Dirt
buildcraftsilicon:plug_facade:0, Facade: Silty Dirt
buildcraftsilicon:plug_facade:0, Facade: Coarse Silty Dirt
buildcraftsilicon:plug_facade:0, Facade: Coarse Silty Dirt
buildcraftsilicon:plug_facade:0, Facade: Dried Sand
buildcraftsilicon:plug_facade:0, Facade: Dried Sand
buildcraftsilicon:plug_facade:0, Facade: Flesh
buildcraftsilicon:plug_facade:0, Facade: Flesh
buildcraftsilicon:plug_facade:0, Facade: Block of Amethyst
buildcraftsilicon:plug_facade:0, Facade: Block of Amethyst
buildcraftsilicon:plug_facade:0, Facade: Block of Ruby
buildcraftsilicon:plug_facade:0, Facade: Block of Ruby
buildcraftsilicon:plug_facade:0, Facade: Block of Peridot
buildcraftsilicon:plug_facade:0, Facade: Block of Peridot
buildcraftsilicon:plug_facade:0, Facade: Block of Topaz
buildcraftsilicon:plug_facade:0, Facade: Block of Topaz
buildcraftsilicon:plug_facade:0, Facade: Block of Tanzanite
buildcraftsilicon:plug_facade:0, Facade: Block of Tanzanite
buildcraftsilicon:plug_facade:0, Facade: Block of Malachite
buildcraftsilicon:plug_facade:0, Facade: Block of Malachite
buildcraftsilicon:plug_facade:0, Facade: Block of Sapphire
buildcraftsilicon:plug_facade:0, Facade: Block of Sapphire
buildcraftsilicon:plug_facade:0, Facade: Block of Amber
buildcraftsilicon:plug_facade:0, Facade: Block of Amber
buildcraftsilicon:plug_facade:0, Facade: Ender Amethyst Ore
buildcraftsilicon:plug_facade:0, Facade: Ender Amethyst Ore
buildcraftsilicon:plug_facade:0, Facade: Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Peridot Ore
buildcraftsilicon:plug_facade:0, Facade: Peridot Ore
buildcraftsilicon:plug_facade:0, Facade: Topaz Ore
buildcraftsilicon:plug_facade:0, Facade: Topaz Ore
buildcraftsilicon:plug_facade:0, Facade: Tanzanite Ore
buildcraftsilicon:plug_facade:0, Facade: Tanzanite Ore
buildcraftsilicon:plug_facade:0, Facade: Malachite Ore
buildcraftsilicon:plug_facade:0, Facade: Malachite Ore
buildcraftsilicon:plug_facade:0, Facade: Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Amber Ore
buildcraftsilicon:plug_facade:0, Facade: Amber Ore
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
buildcraftsilicon:plug_facade:0, Facade: Spectral Moss
